Address,City,FILE,PM ID,Property ID,Property Name,Property Type,State,Zip
Green Sulphur Springs District,GREEN SULPHER SPRINGS,RPMD,,14000223,Keeney Mountain Fire Tower Site,Structure,WV,25966
Route 5  Box 5,WHEELING,RPMD,,WVE01801,Asos-wheeling Ohio Cnty Arport KHLG,Land,WV,26003
Route 1  Box 271-1,ELKINS,RPMD,,WVE02001,Asos Elkins-randolph Cnty Fld,Land,WV,26241
LAT 39D 00.47N/LONG 79D 28.30W,DAVIS,RPMD,,14000413,CLIMATE REFERENCE NETWORK (CRN),Land,WV,26260
Point Mountain,MONTERVILLE,RPMD,,14000322,NWR Monterville (Pt. Mtn Randolph) WV KXI74,Structure,WV,26282
Route 1,PARSONS,RPMD,,14000028,NWR Backbone Mountain Hendricks WV  KXi73,Structure,WV,26287
"39.273194, -80.344722",CLARKSBURG,RPMD,,WVE00801,NWR Clarksburg (Shinnston) WV WXJ85,Structure,WV,26301
2000 Aviation Way,BRIDGEPORT,RPMD,,WVE02401,Asos Benedum Airport,Land,WV,26330
74 Vandervort Drive,MORGANTOWN,RPMD,,14000323,NWR Morgantown WV KWN35,Structure,WV,26505
389 Spruce Street,MORGANTOWN,RPMD,,WVE02801,Asos-morgantown Municipal Ap KMGW,Land,WV,26505
386 Sunrise Road,FLATWOOD MOUNTAIN,RPMD,,WVE01001,NWR Sutton Flatwood WV WXM74,Structure,WV,26621
100 Gregg Knob Road,TERRA ALTA,RPMD,,14000232,NWR Greggs Knob Terra Alta Preston Cty WV KWN36,Structure,WV,26764
675 Tower Road,MOOREFIELD,RPMD,,14001219,NWR Moorefield Helmick Rock Branch Mtn WV WXM73,Land,WV,26836
22147 Sauratown Mountain,WINSTON SALEM,RPMD,,14000688,NWR Sauratown Mountain NC WXL42,Structure,NC,27106
P.o. Box 4457,WINSTON SALEM,RPMD,,NCE08001,Asos-smith Reynolds Airport,Land,NC,27115
"Lat 35D 24' 21""N/Long 79D 59' 56""W",BISCOE,RPMD,,4,NWR Biscoe (Buck Mountain - Badin) NC WWF60,Structure,NC,27209
3440 Airport Loop,BURLINGTON,RPMD,,NCE06001,Asos-burlington Municipal Arpt,Land,NC,27215
1000 A Ted Johnson Parkway,GREENSBORO,RPMD,,NCE03901,NWS UAIB Greensboro NC,Structure,NC,27409
P.o. Box 35005,GREENSBORO,RPMD,,NCE07701,Asos-piedmont Triad Int'l Ap,Land,NC,27425
LAT 35D 35.970.66N/LONG 79D 09333W,CHAPEL HILL,RPMD,,14000462,CLIMATE REFERENCE NETWORK (CRN),Land,NC,27514
U.S. Highway 70,CLAYTON,RPMD,,NCE08201,NWS NEXRAD Raleigh Durham (Clayton) NC Site,Land,NC,27520
401 Watkins Road,HENDERSON,RPMD,,14000231,NWR Henderson Macon NC  WNG586,Structure,NC,27536
4401 Jones Ferry Road,CHAPEL HILL,RPMD,,NCE04801,NWR Chapel Hill (Durham) NC  WXL58,Structure,NC,27599
At Chapel Hill,CHAPEL HILL,RPMD,,NCE06601,Asos - Horace Williams Arprt,Land,NC,27599
Ellerbe in Richmond County,RALEIGH,RPMD,,14000463,NWR Ellerbe   Richmond  County NC WNG597,Structure,NC,27602
5033 Tv Tower Rd,RALEIGH,RPMD,,14000214,NWR Auburn Clayton Wake Cty Garner NC WNG706,Structure,NC,27605
3916 Sunset Ridge Road,RALEIGH,RPMD,,14001651,NOS Office Raleigh NC NGS,Building,NC,27607
FORT FISHER FERRY LANDING,RALEIGH,RPMD,,14000015,"Marine Platform Handar, NC, Fort Fisher, Raleigh",Structure,NC,27611
P.o. Box 80001,RALEIGH,RPMD,,NCE07901,Asos-raleigh-durham Int't Ap,Land,NC,27623
486 Brown Tower Lane,ROCKY MOUNT,RPMD,,14000583,NWR Rocky Mount Tarboro NC WXL59,Structure,NC,27801
1341 Tower Road,MARGARETTSVILLE,RPMD,,NCE08601,NWR Margarettsville NC WWG33,Structure,NC,27853
P.o. Box 38,ROANOKE RAPIDS,RPMD,,NCE05601,Asos - Halifax County Airport,Land,NC,27870
Us Coast Guard,ELIZABETH CITY,RPMD,,NCE07601,Asos-elizabeth City Cg Station,Land,NC,27909
Rt 1  Box 675,MANTEO,RPMD,,NCE07801,Asos-billy Mitchell Airport,Land,NC,27954
"36.135722, -75.824222",POWELLS POINT,RPMD,,14000008,NWR Powells Pt (Killl Devil Hills) NC WWH26,Structure,NC,27966
907 US 13 NORTH,WINDSOR,RPMD,,14000239,NWR Windsor NC WNG537,Structure,NC,27983
P.o. Box 1748,GASTONIA,RPMD,,NCE06901,Asos-gastonia Municipal Airprt,Land,NC,28053
3904 Airport Exit Road,MONROE,RPMD,,NCE05701,Asos - Monroe Airport,Land,NC,28110
155 South Tower Road,MOORESVILLE,RPMD,,14000920,NWR Mooresville NC KJY85,Structure,NC,28115
Spencer Mountain,GASTONIA,RPMD,,NCE05301,NWR Gastonia  (Spencer Mtn) NC WXL70,Structure,NC,28208
P.o. Box 19066,CHARLOTTE,RPMD,,NCE07501,Asos-charlotte/douglas Int'l,Land,NC,28219
P.O. Box 64218,FAYETTEVILLE,RPMD,,NCE06801,ASOS Fayetteville Grannis Field,Land,NC,28306
Fort Bragg,FORT BRAGG,RPMD,,NCE06401,NWR Fort Bragg Fayetteville NC WXL50,Structure,NC,28307
Airport Boulevard,LUMBERTON,RPMD,,NCE05801,Asos-Lumberton Municipal Arprt,Land,NC,28358
Rt 2  Box 69,MAXTON,RPMD,,NCE06101,Asos-laurinburg-maxton Airport,Land,NC,28364
446 UNC Drive,ST PAULS,RPMD,,14000628,NWR Saint Pauls  NC Robeson County,Structure,NC,28384
446 UNC Drive,ST PAULS,RPMD,,14001481,NWR ST Pauls NC WXL50,Structure,NC,28384
171 Chestnut Road,WARSAW,RPMD,,14000236,NWR Warsaw Magnolia Potters Hill NC KXI95,Structure,NC,28398
320 Chestnut Street,WILMINGTON,RPMD,,NCE08501,"Land WFO, NC, Wilmington",Land,NC,28401
1740 Airport Blvd,WILMINGTON,RPMD,,NCE07001,"ASOS, NC, Wilmington New Hanover Internat'lAirport",Land,NC,28405
"33.98125, -78.429100",SHALLOTTE,RPMD,,NCE07301,WFO Land Warranty Deed,Land,NC,28470
"33.98125, -78.429100",SHALLOTTE,RPMD,,NCE07303,Permanent Easement for Access to NEXRAD,Land,NC,28470
3679 Lewis Swamp Road NE,WINNABOW,RPMD,,NCE05401,NWR Winnabow NC KHB31,Structure,NC,28479
101 Pivers Island Road,BEAUFORT,RPMD,,14000949,Bridge Repair/Shoring/Replacement,Structure,NC,28516
"101 Pivers Island Road, at bridge",BEAUFORT,RPMD,,14001138,Facility Research Boat Dock #1,Structure,NC,28516
"101 Pivers Island Road, east end maint bldg",BEAUFORT,RPMD,,14001141,Facility Research Boat Dock #2,Structure,NC,28516
101 Pivers Island Road,BEAUFORT,RPMD,,14001282,Hildebrand Buiding #7,Building,NC,28516
101 Pivers Island Road,BEAUFORT,RPMD,,NCC00113,Boat Locker Building  (Building A),Building,NC,28516
101 Pivers Island Road,BEAUFORT,RPMD,,NCC00119,Land - NCCOS CCFHR Beaufort Lab,Land,NC,28516
101 Pivers Island Road,BEAUFORT,RPMD,,NCC00128,Road And Parking Area,Structure,NC,28516
P.o. Box 875,BEAUFORT,RPMD,,NCE05901,ASOS - Michael J Smith Field,Land,NC,28516
215 N 35th St. Suite 3,MOREHEAD CITY,RPMD,,14000942,NMFS Southeast Enforcement Office,Building,NC,28557
P.o. Box 2325,NEW BERN,RPMD,,NCE04901,NWR New Bern Glenburnie NC KEC84,Structure,NC,28560
1501 Airport Road,NEW BERN,RPMD,,NCE06201,Asos - Craven County Reg Arprt,Land,NC,28560
533 Roberts Road,NEWPORT,RPMD,,NCE07201,WFO/RDA/UAIB Newport NC Sites,Land,NC,28570
P.o Box 398,HICKORY,RPMD,,NCE08801,Asos-hickory Regional Airport,Land,NC,28601
1468 Grandmother Mountain Lane,LINVILLE,RPMD,,14000326,NWR Linville NC Structure WNG538,Structure,NC,28611
MT JEFFERSON LatiN 36 24 11.5; Long W81 27 48.4,W JEFFERSON,RPMD,,14000165,NWR Mount Jefferson Ash County NC WNG588,Structure,NC,28640
36.403219 -81.463514,Jefferson,RPMD,,14001674,NWS West Jefferson Mt Jefferson NC WNG588 Shelter,Structure,NC,28694
"6 Trident Drive, Room 15",ARDEN,RPMD,,14000707,Storage Space Arden NC,Building,NC,28704
35.4185 -82.5567,FLETCHER,RPMD,,14000194,NESDIS CRN Fletcher NC,Land,NC,28732
P.o. Box 817,FLETCHER,RPMD,,NCE07401,Asos-asheville Regional Ap,Land,NC,28732
151 PATTON AVE,ASHEVILLE,RPMD,,NC0002AE,VEACH-BALEY FEDERAL COMPLEX,Building,NC,28801
Pisgah Mountain,ASHEVILLE,RPMD,,NCE06501,NWR Asheville Mt Pisgah NC  WXL56,Structure,NC,28801
LAT 35.495 N/LONG 82.615 w,ASHEVILLE,RPMD,,14000193,CLIMATE REFERENCE NETWORK (CRN),Land,NC,28806
P.o. Box 15,ORANGEBURG,RPMD,,SCE02901,Asos-orangeburg Airport,Land,SC,29116
2909 Aviation Way,WEST COLUMBIA,RPMD,,SCE00602,Land - AAIA UAIB Site,Land,SC,29169
3000 Aviation Way,WEST COLUMBIA,RPMD,,SCE01601,Asos-richland/lexington Airprt,Land,SC,29170
Po Box 5775,COLUMBIA,RPMD,,SCE01301,Asos-columbia Owens Dwtwn Arpt,Land,SC,29205
437th CES/CC,CHARLESTON AFB,RPMD,,SCE02501,ASOS Charleston AFB Intl Airport,Land,SC,29404
2234 S. Hobson Avenue,NORTH CHARLESTON,RPMD,,SCE02003,OCM Metal Storage Building 1874,Building,SC,29405
2234 S. Hobson Avenue,NORTH CHARLESTON,RPMD,,SCE02005,OCM Rtc-4 Storage,Building,SC,29405
2234 S. Hobson Avenue,NORTH CHARLESTON,RPMD,,SCE02006,OCM Land,Land,SC,29405
2234 S. Hobson Avenue,NORTH CHARLESTON,RPMD,,SCE02007,Pier Romeo,Structure,SC,29405
2234 S. Hobson Avenue,NORTH CHARLESTON,RPMD,,SCE02009,Bldg. 61  Ins Border  Patrol,Building,SC,29405
5777 South Aviation Ave,CHARLESTON,RPMD,,SCE02302,WFO & UAIB Charleston SC Land,Land,SC,29406
331 Ft. Johnson Road,CHARLESTON,RPMD,,14000213,Hollings Marine Laboratory,Building,SC,29412
219 Ft. Johnson Blvd (Bldg 600),CHARLESTON,RPMD,,14000979,"NOS Charleston, SC (Coral Culture Facility)",Building,SC,29412
331 Ft. Johnson Road,CHARLESTON,RPMD,,14001108,"NOS Charleston, SC - HML Expansion New Building",Building,SC,29412
331 Ft. Johnson Road,CHARLESTON,RPMD,,14001109,"NOS Charleston, SC - HML Expansion Parking Lot",Structure,SC,29412
219 Ft. Johnson Road,CHARLESTON,RPMD,,SCC00501,NOS Laboratory Charleston SC,Building,SC,29412
331 Ft. Johnson Road,CHARLESTON,RPMD,,SCC00502,"Land for Marine Enviro Health Lab, SC, Charleston",Land,SC,29412
5035 Seewee Road,AWENDAW,RPMD,,SCE01001,NWR Awendaw (Charleston) SC KHB29,Structure,SC,29429
Edisto Beach State Park 8377 State Cabin Road,EDISTO ISLAND,RPMD,,14001412,Wind Tower Edisto Island SC,Land,SC,29438
LAT 09.192 N/LONG 21.803 W,MCCLELLANVILLE,RPMD,,14000199,CLIMATE REFERENCE NETWORK (CRN),Land,SC,29458
2212 Pinopolis Road,PINOPOLIS,RPMD,,14001101,"Land - Fold down Tower, Pinopolis, SC",Land,SC,29469
2100 Terminal Drive,FLORENCE,RPMD,,SCE02601,Asos-florence Regional Airport,Land,SC,29501
1100 Jetport Road,MYRTLE,RPMD,,SCE01201,Asos - Grand Strand Airport,Land,SC,29577
100 Tower Drive  Box 2,GREENVILLE,RPMD,,SCE01501,Asos-greenville Downtown Arprt,Land,SC,29607
5805 Airport Road,ANDERSON,RPMD,,SCE02401,Asos-anderson County Airport,Land,SC,29624
Courthouse  Room 203,GREENWOOD,RPMD,,SCE01401,Asos-greenwood County Airport,Land,SC,29646
1549 GSP Drive,GREER,RPMD,,SCE02202,WFO NEXRAD Greer SC Site,Land,SC,29651
2000 Gsp Drive,GREER,RPMD,,SCE02701,ASOS-Greenville-Spartanburg Ap,Land,SC,29651
P.o. Box 11706,ROCK HILL,RPMD,,SCE02801,Asos-rockhill Municipal/bryant,Land,SC,29731
LAT 19.667W/LONG NOT KNOWN,BLACKVILLE,RPMD,,14000198,CLIMATE REFERENCE NETWORK (CRN),Land,SC,29817
"33.658861, -82.191861",CLARKS HILL,RPMD,,14001623,NWS Weather Monitoring Station McCormick SC Site,Land,SC,29821
Highway 278 and 170,RIDGELAND,RPMD,,14000731,NWR Ridgeland SC KEC85,Structure,SC,29936
2342 Beaver Damn Road,RIDGELAND,RPMD,,SCE03001,NWR Ridgeland (Jasper CO) SC KEC85,Land,SC,29936
1184 Scott st SE,CONYERS,RPMD,,GAM03701,Ground Space Rain Gage Site,Land,GA,30012
Georgia Reg. Hospital,DECATUR,RPMD,,GAM02201,Ground Space Rain Gage Site,Land,GA,30034
Chattahoochee Rvr Bridg,NORCROSS,RPMD,,GAM05701,Bridge Space River Gage Site,Structure,GA,30097
89 Morgan Road,BUCHANAN,RPMD,,GAM09201,NWR Buchanan GA WWH23,Structure,GA,30113
Etowah River Bridge,CANTON,RPMD,,GAM02901,Bridge Space River Gage Site,Structure,GA,30114
Water Poll Plant,CEDARTOWN,RPMD,,GAM03101,Ground Space Rain Gauge Site,Land,GA,30125
Oostanaula Rvr Bridge,ROME,RPMD,,GAM05901,Bridge Space River Gage Site,Structure,GA,30165
Richard B Russell Airport,ROME,RPMD,,GAM08701,Asos Ground Space,Land,GA,30165
I-85 South of Ellis Road,FAYETTEVILLE,RPMD,,14000965,NWR Fayetteville GA Repeater KK4GQ,Structure,GA,30214
No Address,FRANKLIN,RPMD,,GAM04101,Ground Space Rain Gage Site,Land,GA,30217
1400 South Davis Road,LA GRANGE,RPMD,,GAM10101,NWR La Grange GA KXI76,Structure,GA,30241
410 Dividend Drive,PEACHTREE CITY,RPMD,,14000988,NWS Storage Unit Peachtree City GA,Building,GA,30269
P. O. Box 2371,PEACHTREE CITY,RPMD,,GAM08001,ASOS Site,Land,GA,30269
4 Falcon Drive,PEACHTREE CITY,RPMD,,GAM08301,Ground Space & Easements,Land,GA,30269
4 Falcon Drive,PEACHTREE CITY,RPMD,,GAM08302,Road Access Agreement,Land,GA,30269
4 Falcon Drive,PEACHTREE CITY,RPMD,,GAM08304,WFO/RFC Atlanta - Site (Peachtree City),Land,GA,30269
4 Falcon Drive,PEACHTREE CITY,RPMD,,GAM08305,Ground Space - U/A,Land,GA,30269
4 Falcon Drive,PEACHTREE CITY,RPMD,,GAM08306,Road Access Agreement,Land,GA,30269
4 Falcon Drive,PEACHTREE CITY,RPMD,,GAM08307,Parking Lot WFO/RFC Atlanta (Peachtree City),Land,GA,30269
1261 Day Road,THOMASTON,RPMD,,GAM09801,NWR Thomaston GA WXJ31,Structure,GA,30286
Bobby Jones Golf Course,ATLANTA,RPMD,,GAM02001,"Land Rain Gage, GA, Atlanta",Land,GA,30305
Chattahoochee River,ATLANTA,RPMD,,GAM02801,Bridge Space River Gage Site,Structure,GA,30318
Same,ATLANTA,RPMD,,GAM07701,ASOS Ground Space - HO,Land,GA,30320
Atlanta Airport,ATLANTA,RPMD,,GAM02301,"Land Ceilometer, GA, Atlanta",Land,GA,30337
Ogeechee River Bridge,DOVER,RPMD,,GAM03801,Bridge Space River Gage Site,Structure,GA,30424
Ogeechee River Bridge,MIDVILLE,RPMD,,GAM05201,Bridge Space River Gage Site,Structure,GA,30441
333 West Highland Street,BLUE RIDGE,RPMD,,GAM10201,NWR Blue Ridge GA KXI75,Structure,GA,30513
1246 Bent Tree Drive,CLEVELAND,RPMD,,GAM09101,NWR Cleveland Wauka Mtn GA WXJ53,Structure,GA,30528
Water Plant,ELLIJAY,RPMD,,GAM04001,Ground Space Rain Gage Site,Land,GA,30540
Unico I State Park,HELEN,RPMD,,GAM04401,Ground Space Rain Gage Site,Land,GA,30545
City Water Pump Station,JEFFERSON,RPMD,,GAM04501,Rain Gage Site,Land,GA,30549
Telco Bldg Us Hwy 44,MOUNTAIN CITY,RPMD,,GAM05501,Ground Space Rain Gage Site,Land,GA,30562
"34.8452569, -83.5002726",TIGER,RPMD,,GAM10001,NWR Tiger (Clayton) GA  KXI81,Structure,GA,30576
"Lat. 34-52-27 N., Long. 83-48-43 W.",YOUNG HARRIS,RPMD,,GAM09401,Tower Space,Structure,GA,30582
Burney Harris School,ATHENS,RPMD,,GAM01701,Ground Space Rain Gage Site,Land,GA,30601
1010 Ben Epps Drive,ATHENS,RPMD,,GAM06801,ASOS Site,Land,GA,30605
7200 Neese-Commerce Road,ATHENS,RPMD,,GAM05601,NWR Athens Neese GA WXK56,Structure,GA,30607
City Water Plant,MONROE,RPMD,,GAM05401,Ground Space Rain Gage Site,Land,GA,30655
225 Andrew Drive,WASHINGTON,RPMD,,14001197,NWR Washington Wilkes County GA KPS506,Structure,GA,30673
